id,genres,country,title,year,language,actors,director,writers
76960,['Comedy'],Norway,Rules of Single Life,2011,Finnish,[],[],[]
63996,['Drama'],Netherlands,Vipers Nest,2011,Dutch,"[('Linda de Mol', 0, 0), ('Susan Visser', 0, 0), ('Tjitske Reidinga', 1, 0), ('Lies Visschedijk', 0, 0), ('Peter Paul Muller', 0, 0), ('Derek de Lint', 2, 0), ('Leopold Witte', 0, 0), ('Daniël Boissevain', 2, 0)]","[('Will Koopman', 0, 0)]","[('Frank Houtappels', 0, 0)]"
253307,['Comedy'],Australia,The Infinite Man,2014,English,"[('Josh McConville', 0, 0), ('Hannah Marshall', 0, 0), ('Alex Dimitriades', 2, 0)]","[('Hugh Sullivan', 0, 0)]","[('Hugh Sullivan', 0, 0)]"
205236,['Comedy'],Spain,El taxi de los conflictos,1973,English,"[('Juanjo Menéndez', 2, 0), ('Carmen Sevilla', 0, 0), ('Massiel', 0, 0), ('Sonia Bruno', 0, 0), ('Peter Damon', 0, 0), ('Juan Diego', 2, 0)]","[('Mariano Ozores', 0, 0), ('José Luis Sáenz de Heredia', 2, 0)]",[]
219645,"['Crime', 'Thriller']",United States of America,Criminal Passion,1994,English,"[('Joan Severance', 1, 0), ('Tony Denison', 2, 0), ('John Allen Nelson', 2, 0), ('David Labiosa', 2, 0), ('Wolfgang Bodison', 2, 0), ('Henry Darrow', 0, 0), ('Lou Felder', 2, 0), ('Shannon McLeod', 1, 0), ('Sammy Shore', 2, 0), ('Kurt Bryant', 2, 0), ('Christopher Bradley', 2, 0), ('Shannon Wilcox', 1, 0)]","[('Donna Deitch', 1, 0)]","[('John Allen Nelson', 2, 0), ('Max Strom', 0, 0)]"
14033,['Thriller'],United States of America,Soul Survivors,2001,English,"[('Eliza Dushku', 1, 0), ('Melissa Sagemiller', 1, 0), ('Wes Bentley', 2, 0), ('Casey Affleck', 2, 0), ('Angela Featherstone', 1, 0), ('Luke Wilson', 2, 0), ('Allen Hamilton', 2, 0), ('Ken Moreno', 2, 0), ('Carl Paoli', 2, 0), ('Barbara E. Robertson', 0, 0), ('Richard Pickren', 2, 0), ('Candace Kroslak', 1, 0), ('Ryan Kitley', 0, 0), ('Rick Snyder', 0, 0), ('T.J. Jagodowski', 0, 0), ('Christine Dunford', 1, 0), ('Scott Benjaminson', 2, 0), ('Amy Farrington', 1, 0), ('Danny Goldberg', 0, 0)]","[('Stephen Carpenter', 2, 0)]","[('Stephen Carpenter', 2, 0)]"
13688,"['Comedy', 'Drama']",Hong Kong,CJ7,2008,Unknown language [cn],"[('Stephen Chow', 2, 0), ('Xu Jiao', 0, 0), ('张雨绮', 1, 0), ('Lam Tze-Chung', 2, 0), ('Lee Sheung-Ching', 0, 0), ('Huang Lei', 0, 0), ('Yao Wen-Xue', 0, 0), ('Steven Fung Min-Hang', 0, 0), ('Han Yong-Hua', 0, 0), ('Lei Yu', 0, 0)]","[('Stephen Chow', 2, 0)]","[('Stephen Chow', 2, 0)]"
187596,['Comedy'],United States of America,Walk of Shame,2014,English,"[('Elizabeth Banks', 1, 0), ('James Marsden', 2, 0), ('Gillian Jacobs', 1, 0), ('Ethan Suplee', 2, 0), ('Sarah Wright', 1, 0), ('Oliver Hudson', 2, 0), ('Willie Garson', 2, 0), ('Vic Chao', 0, 0), ('Lawrence Gilliard Jr.', 2, 0), ('Ken Davitian', 2, 0), ('Alphonso McAuley', 2, 0), (""Da'Vone McDonald"", 0, 0), ('Bill Burr', 0, 0), ('P. J. Byrne', 2, 0), ('Ann Reilly', 0, 0), ('Liz Carey', 1, 0), ('Gary Sievers', 2, 0), ('Jesse Erwin', 2, 0), ('Chris Conner', 2, 0), ('Sam Upton', 2, 0)]","[('Steven Brill', 2, 0)]","[('Steven Brill', 2, 0)]"
160266,['Comedy'],Thailand,Rahtree: Flower of the Night,2003,Thai,"[('Laila Boonyasak', 1, 0), ('Krit Sripoomseth', 0, 0), ('Chompunoot Piyapane', 0, 0), ('Sirisin Siripornsmathikul', 0, 0), ('Ampon Rattanawong', 0, 0), ('Somjai Sukjai', 0, 0), ('Sayan Meungjarern', 0, 0), ('Mr. Nicolas', 0, 0), ('Somlek Sakdikul', 2, 0), ('Siriporn Samatikul', 0, 0)]","[('Yuthlert Sippapak', 2, 0)]",[]
49498,['Crime'],United States of America,The Crooked Web,1955,English,"[('Frank Lovejoy', 2, 0), ('Mari Blanchard', 1, 0), ('Richard Denning', 2, 0), ('John Mylong', 2, 0), ('Harry Lauter', 0, 0), ('Steven Ritch', 0, 0), ('Lou Merrill', 0, 0)]","[('Nathan H. Juran', 0, 0)]","[('Lou Breslow', 2, 0)]"
132641,['Drama'],Japan,Wife,1953,Japanese,"[('Mieko Takamine', 0, 0), ('Ken Uehara', 0, 0), ('Rentarô Mikuni', 0, 0), ('Michiyo Aratama', 1, 0), ('Sanae Takasugi', 1, 0), ('Chieko Nakakita', 1, 0), (""Yatsuko Tan'ami"", 0, 0), ('Hajime Izu', 0, 0), ('Yoshiko Tsubouchi', 0, 0), ('Tatsuya Ishiguro', 0, 0), ('Akira Tani', 0, 0), ('Noriko Honma', 0, 0), ('Masao Shimizu', 0, 0), ('Sadako Kimura', 0, 0), ('Eiji Koyama', 0, 0), ('Masakichi Mitsui', 0, 0), ('Hideko Ebata', 0, 0), ('Tsuruko Mano', 0, 0), ('Toyomi Shiozawa', 0, 0)]","[('Mikio Naruse', 0, 0)]","[('Toshirô Ide', 0, 0)]"
88641,"['Drama', 'Comedy']",United States of America,There Goes My Baby,1994,English,"[('Dermot Mulroney', 2, 0), ('Ricky Schroder', 0, 0), ('Kelli Williams', 1, 0), ('Noah Wyle', 2, 0), ('Lucy Deakins', 1, 0), ('Jill Schoelen', 1, 0), ('Kristin Minter', 1, 0), ('Kenneth Ransom', 2, 0), ('Seymour Cassel', 2, 0)]","[('Floyd Mutrux', 2, 0)]","[('Floyd Mutrux', 2, 0)]"
72460,"['Comedy', 'Crime', 'Drama']",United States of America,Harry in Your Pocket,1973,English,"[('James Coburn', 2, 0), ('Michael Sarrazin', 2, 0), ('Trish Van Devere', 1, 0), ('Walter Pidgeon', 2, 0), ('Michael C. Gwynne', 2, 0), ('Tony Giorgio', 2, 0), ('Michael Stearns', 2, 0), ('Susan Mullen', 0, 0)]","[('Bruce Geller', 2, 0)]","[('Ronald Austin', 2, 0), ('James D. Buchanan', 2, 0)]"
28391,['Drama'],United States of America,Street Angel,1928,English,"[('Janet Gaynor', 1, 0), ('Charles Farrell', 0, 0), ('Natalie Kingston', 1, 0), ('Henry Armetta', 2, 0), ('guido trento', 0, 0), ('Alberto Rabagliati', 2, 0), ('cino conti', 0, 0), ('louis liggett', 0, 0), ('milton dickinson', 0, 0), ('helena herman', 0, 0), ('Dave Kashner', 0, 0), ('jennie bruno', 0, 0)]","[('Frank Borzage', 2, 0)]",[]
48015,['Action'],United Kingdom,13Hrs,2010,English,"[('Isabella Calthorpe', 0, 0), ('Tom Felton', 2, 0), ('Gemma Atkinson', 1, 0), ('Joshua Bowman', 2, 0), ('Gabriel Thomson', 2, 0), ('Peter Gadiot', 2, 0), ('Antony De Liseo', 0, 0), ('Sue Scadding', 0, 0), ('John Lynch', 2, 0), ('Cornelius Clarke', 0, 0), ('Simon MacCorkindale', 2, 0)]","[('Jonathan Glendening', 0, 0)]",[]
20345,['Thriller'],Italy,The Bird with the Crystal Plumage,1970,Italian,"[('Tony Musante', 2, 0), ('Suzy Kendall', 1, 0), ('Enrico Maria Salerno', 2, 0), ('Eva Renzi', 0, 0), ('Umberto Raho', 0, 0), ('Renato Romano', 2, 0), ('Giuseppe Castellano', 2, 0), ('Mario Adorf', 2, 0), ('Pino Patti', 0, 0), ('Rosita Torosh', 1, 0), ('Fulvio Mingozzi', 2, 0), ('Werner Peters', 2, 0), ('Reggie Nalder', 0, 0), ('Giovanni Di Benedetto', 0, 0), ('Maria Tedeschi', 1, 0), ('Karen Valenti', 0, 0)]","[('Dario Argento', 2, 0)]","[('Dario Argento', 2, 0)]"
327953,['Comedy'],United States of America,Ralphie May: Unruly,2015,English,"[('Ralphie May', 2, 0)]","[('John Asher', 0, 0)]","[('Ralphie May', 2, 0)]"
29609,"['Comedy', 'Thriller']",United Kingdom,The Ghost Train,1941,English,"[('Arthur Askey', 2, 0), ('Richard Murdoch', 2, 0), ('Kathleen Harrison', 1, 0), ('Peter Murray-Hill', 0, 0), ('Carole Lynne', 0, 0), ('Morland Graham', 2, 0), ('Betty Jardine', 0, 0), ('Stuart Latham', 0, 0), ('Herbert Lomas', 0, 0), ('Raymond Huntley', 2, 0), ('Linden Travers', 1, 0), ('D.J. Williams', 0, 0), ('Wallace Bosco', 0, 0), ('Wallace Bosco', 0, 0), ('George Merritt', 2, 0), ('Sidney Monckton', 0, 0)]","[('Walter Forde', 2, 0)]","[('J.O.C. Orton', 2, 0)]"
118337,['Comedy'],United Kingdom,Zeta One,1969,English,"[('James Robertson Justice', 2, 0), ('Charles Hawtrey', 0, 0), ('Robin Hawdon', 0, 0), ('Anna Gaël', 1, 0), ('Brigitte Skay', 0, 0), ('Dawn Addams', 0, 0), ('Valerie Leon', 1, 0), ('Lionel Murton', 2, 0), ('Yutte Stensgaard', 0, 0), ('Angela Grant', 0, 0), ('Wendy Lingham', 0, 0), ('Rita Webb', 1, 0), ('Carol Hawkins', 1, 0), ('Steve Kirby', 0, 0), ('Paul Baker', 0, 0), ('Walter Sparrow', 2, 0), ('Alan Haywood', 0, 0), ('Anna Turnard', 0, 0), ('Yolande Del Mar', 0, 0), ('Rose Howlett', 0, 0), ('Nita Lorraine', 1, 0)]","[('Michael Cort', 0, 0)]",[]
59589,"['Crime', 'Drama', 'Thriller']",United States of America,Mr. Moto in Danger Island,1939,English,"[('Peter Lorre', 2, 0), ('Jean Hersholt', 2, 0), ('Amanda Duff', 0, 0), ('Warren Hymer', 2, 0), ('Richard Lane', 2, 0), ('Leon Ames', 2, 0), ('Douglass Dumbrille', 0, 0), ('Charles D. Brown', 2, 0), ('Paul Harvey', 0, 0), ('Robert Lowery', 2, 0), ('Eddie Marr', 2, 0), ('Harry Woods', 2, 0), ('Willie Best', 2, 0), ('Ward Bond', 2, 0), ('Walter Deming', 0, 0), ('Lester Dorr', 2, 0), ('Donald Douglas', 2, 0), ('Jimmie Dundee', 2, 0), ('Ralph Dunn', 2, 0), ('Juan Duval', 2, 0), ('Neely Edwards', 0, 0), ('Harold Goodwin', 2, 0), ('Grace Hayle', 1, 0), (""Oscar 'Dutch' Hendrian"", 0, 0), ('Selmer Jackson', 2, 0), ('Edward Keane', 2, 0), ('Al Kikume', 2, 0), ('George Magrill', 2, 0), ('Tony Martelli', 0, 0), ('Louis Mercier', 2, 0), ('Lucille Miller', 0, 0), ('Renie Riano', 0, 0), ('Gloria Roy', 0, 0), ('Lee Shumway', 2, 0), ('Edwin Stanley', 2, 0), ('Jack Stoney', 2, 0), ('Harry Strang', 2, 0), ('Max Wagner', 2, 0), ('Ray Walker', 2, 0)]","[('Herbert I. Leeds', 2, 0)]",[]
3632,['Action'],United States of America,Flash Gordon,1936,English,"[('Buster Crabbe', 0, 0), ('Jean Rogers', 1, 0), ('Charles Middleton', 2, 0), ('Priscilla Lawson', 1, 0), ('Frank Shannon', 0, 0), ('Richard Alexander', 2, 0), (""Jack 'Tiny' Lipson"", 0, 0), ('James Pierce', 0, 0), ('Theodore Lorch', 0, 0), ('Earl Askam', 2, 0), ('Richard Tucker', 2, 0), ('George Cleveland', 2, 0), ('Glenn Strange', 2, 0)]","[('Frederick Stephani', 2, 0), ('Ray Taylor', 0, 0)]",[]
17365,"['Crime', 'Drama', 'Thriller']",United States of America,The Parallax View,1974,English,"[('Warren Beatty', 2, 0), ('Paula Prentiss', 1, 0), ('William Daniels', 0, 0), ('Walter McGinn', 2, 0), ('Hume Cronyn', 2, 0), ('Kelly Thordsen', 1, 0), ('Chuck Waters', 0, 0), ('Earl Hindman', 2, 0), ('Bettie Johnson', 0, 0), ('Bill McKinney', 0, 0), ('Jo Ann Harris', 1, 0), ('Ted Gehring', 2, 0), ('Lee Pulford', 1, 0), ('Doria Cook-Nelson', 0, 0), ('Jim Davis', 2, 0), ('Joan Lemmo', 0, 0), ('Kenneth Mars', 2, 0), ('William Jordan', 2, 0), ('Edward Winter', 2, 0), ('Ford Rainey', 2, 0), ('Alma Beltran', 1, 0), ('Richard Bull', 2, 0), ('William Joyce', 0, 0), ('Stacy Keach, Sr.', 0, 0), ('Anthony Zerbe', 2, 0)]","[('Alan J. Pakula', 2, 0)]","[('David Giler', 2, 0), ('Lorenzo Semple Jr.', 2, 0)]"
44342,['Comedy'],France,The Black Imp,1905,French,"[('Georges Méliès', 0, 0)]","[('Georges Méliès', 0, 0)]",[]
6936,['Drama'],Belgium,Ben X,2007,Dutch,"[('Greg Timmermans', 2, 0), ('Laura Verlinden', 1, 0), ('Marijke Pinoy', 0, 0), ('Pol Goossen', 0, 0), ('Titus De Voogdt', 0, 0), ('Maarten Claeyssens', 0, 0), ('Tania Van der Sanden', 0, 0), ('Cesar De Sutter', 0, 0), ('Gilles De Schrijver', 2, 0), ('Bavo Smets', 0, 0), ('Ron Cornet', 0, 0), ('Katrien Pierlet', 0, 0)]","[('Nic Balthazar', 0, 0)]",[]
156335,['Action'],United States of America,The Vanishing Legion,1931,English,"[('Harry Carey', 2, 0), ('Edwina Booth', 0, 0), ('William Desmond', 0, 0), ('Frankie Darro', 2, 0), ('Philo McCullough', 2, 0), ('Yakima Canutt', 2, 0), ('Joe Bonomo', 0, 0), ('Tom Dugan', 2, 0), ('Lafe McKee', 2, 0), ('Bob Kortman', 0, 0), ('Edward Hearn', 2, 0), ('Paul Weigel', 2, 0), ('Frank Brownlee', 0, 0), ('Olive Carey', 1, 0), ('Al Taylor', 2, 0), ('Dick Dickinson', 2, 0), ('Pete Morrison', 0, 0), ('Dick Hatton', 2, 0), ('Boris Karloff', 0, 0), ('Robert Walker', 2, 0)]","[('Ford Beebe', 2, 0), ('B. Reeves Eason', 0, 0)]",[]
2019,"['Action', 'Crime', 'Thriller']",United States of America,Hard Target,1993,English,"[('Jean-Claude Van Damme', 2, 0), ('Arnold Vosloo', 2, 0), ('Lance Henriksen', 2, 0), ('Yancy Butler', 1, 0), ('Sven-Ole Thorsen', 2, 0), ('Wilford Brimley', 2, 0), ('Ted Raimi', 2, 0), ('Kasi Lemmons', 1, 0), ('Willie C. Carpenter', 0, 0), ('Eliott Keener', 0, 0), ('Chuck Pfarrer', 2, 0), ('Robert Apisa', 0, 0), ('Douglas Forsythe Rye', 2, 0), ('Mike Leinert', 0, 0), ('Lenore Banks', 1, 0), ('Barbara Tasker', 0, 0)]","[('John Woo', 2, 0)]",[]
11507,"['Crime', 'Thriller']",United States of America,Body Double,1984,English,"[('Craig Wasson', 2, 0), ('Melanie Griffith', 1, 0), ('Gregg Henry', 2, 0), ('Deborah Shelton', 1, 0), ('Guy Boyd', 2, 0), ('Dennis Franz', 2, 0), ('David Haskell', 2, 0), ('Rebecca Stanley', 0, 0), ('Barbara Crampton', 1, 0), ('Monte Landis', 2, 0), ('Linda Shaw', 1, 0), ('Ty Randolph', 0, 0), ('Rod Loomis', 2, 0), ('Alexandra Day', 0, 0), ('Cara Lott', 1, 0), ('Brinke Stevens', 1, 0), ('Barbara Peckinpaugh', 1, 0)]","[('Brian De Palma', 2, 0)]",[]
254725,['Drama'],India,Time Please,2013,English,[],"[('Sameer Vidwans', 0, 0)]",[]
31068,"['Drama', 'Thriller']",Spain,Killing Words,2003,English,"[('Darío Grandinetti', 2, 0), ('Goya Toledo', 1, 0), ('Fernando Guillén', 2, 0), ('Eric Bonicatto', 0, 0)]","[('Laura Mañá', 1, 0)]",[]
46010,['Comedy'],Russia,Old Men: Robbers,1971,English,"[('Yuriy Nikulin', 2, 0), ('Evgeniy Evstigneev', 0, 0), ('Olga Aroseva', 0, 0), ('Andrey Mironov', 0, 0), ('Yuri Belov', 2, 0), ('Valentina Talyzina', 0, 0), ('Nina Agapova', 0, 0), ('Roman Filippov', 0, 0), ('Gotlib Roninson', 0, 0), ('Lev Durov', 2, 0), ('Boris Runge', 0, 0), ('Yuriy Yakovlev', 2, 0)]","[('Eldar Ryazanov', 2, 0)]","[('Eldar Ryazanov', 2, 0), ('Emil Braginskiy', 0, 0)]"
10552,"['Comedy', 'Thriller']",United States of America,Cat's Eye,1985,English,"[('Drew Barrymore', 1, 0), ('James Woods', 2, 0), ('Alan King', 2, 0), ('Kenneth McMillan', 2, 0), ('Robert Hays', 2, 0), ('Candy Clark', 1, 0), ('James Naughton', 2, 0), ('Tony Munafo', 2, 0), ('James Rebhorn', 2, 0), ('Jack Dillon', 2, 0), ('Shelly Burch', 0, 0), ('Sal Richards', 0, 0), ('Jesse Doran', 0, 0), ('Patricia Kalember', 1, 0), ('Mike Starr', 2, 0), ('Charles S. Dutton', 2, 0)]","[('Lewis Teague', 2, 0)]",[]
38461,"['Crime', 'Thriller', 'Comedy', 'Drama']",United States of America,Charlie Chan in Rio,1941,English,"[('Sidney Toler', 0, 0), ('Mary Beth Hughes', 1, 0), ('Cobina Wright', 0, 0), ('Ted North', 2, 0), ('Victor Jory', 2, 0), ('Harold Huber', 2, 0), ('Victor Sen Yung', 2, 0), ('Richard Derr', 2, 0), ('Jacqueline Dalya', 1, 0), ('Kay Linaker', 1, 0), ('Truman Bradley', 0, 0), ('Hamilton MacFadden', 2, 0), ('Leslie Denison', 2, 0), ('Iris Wong', 0, 0), ('Eugene Borden', 2, 0)]","[('Harry Lachman', 2, 0)]","[('Samuel G. Engel', 2, 0), ('Lester Ziffren', 0, 0)]"
35690,['Drama'],United States of America,The Last Song,2010,English,"[('Miley Cyrus', 1, 0), ('Greg Kinnear', 2, 0), ('Bobby Coleman', 2, 0), ('Liam Hemsworth', 2, 0), ('Hallock Beals', 0, 0), ('Kelly Preston', 1, 0), ('Nick Lashaway', 2, 0), ('Carly Chaikin', 1, 0), ('Kate Vernon', 1, 0), ('Melissa Ordway', 1, 0), ('Nick Searcy', 2, 0), ('Adam Barnett', 0, 0), ('Brandon Cyrus', 2, 0), ('Lance E. Nichols', 2, 0)]","[('Julie Anne Robinson', 1, 0)]",[]
43021,['Comedy'],United States of America,Sex Galaxy,2008,English,"[('Ben Phillips', 0, 0), ('Anthony Jenkins', 0, 0), ('Stephen Heiser', 0, 0), ('Casey Robinson', 2, 0)]","[('Mike Davis', 0, 0)]","[('Mike Davis', 0, 0)]"
322740,['Drama'],Brazil,Seashore,2015,Portuguese,"[('Mateus Almada', 2, 0), ('Maurício José Barcellos', 2, 0), ('Elisa Brites', 0, 0), ('Francisco Gick', 2, 0)]","[('Filipe Matzembacher', 2, 0), ('Marcio Reolon', 2, 0)]",[]
175245,['Thriller'],Canada,Ferocious,2013,English,"[('Amanda Crew', 1, 0), ('Kim Coates', 2, 0), ('Dustin Milligan', 2, 0), ('Michael Eklund', 2, 0), ('Amy Matysio', 1, 0), ('Katie Boland', 1, 0), ('Stephen Huszar', 0, 0)]","[('Robert Cuffley', 0, 0)]",[]
72733,['Comedy'],Thailand,Bangkok Traffic Love Story,2009,Thai,"[('Sirin Horwang', 1, 0), ('Theeradej Wongpuapan', 2, 0), ('Ungsumalynn Sirapatsakmetha', 1, 0), ('Chaleumpol Tikumpornteerawong', 2, 0), ('Panissara Phimpru', 1, 0), ('Piyakarn Butprasert', 0, 0), ('Marco Maurer', 0, 0), ('Wasita Naree', 0, 0), ('Taksaorn Paksukcharern', 1, 0), ('Kazuki Yano', 0, 0)]","[('Adisorn Tresirikasem', 2, 0)]",[]
161422,['Comedy'],United States of America,The Orkly Kid,1985,English,"[('Crispin Glover', 2, 0), ('John Bluto', 0, 0), ('E.G. Daily', 1, 0), ('Courtney Gains', 2, 0), ('Ken Butler', 0, 0), ('Kristen Johnston', 1, 0)]","[('Trent Harris', 0, 0)]","[('Trent Harris', 0, 0)]"
69406,['Comedy'],France,Rio Sex Comedy,2010,English,"[('Bill Pullman', 2, 0), ('Charlotte Rampling', 1, 0), ('Irène Jacob', 1, 0)]","[('Jonathan Nossiter', 2, 0)]","[('Jonathan Nossiter', 2, 0)]"
88535,['Action'],Japan,"Detective Bureau 2-3: Go to Hell, Bastards!",1963,Japanese,"[('Jô Shishido', 0, 0), ('Reiko Sasamori', 1, 0), ('Naomi Hoshi', 0, 0), ('Tamio Kawaji', 0, 0), ('Yûko Kusunoki', 0, 0), ('Kotoe Hatsui', 0, 0), ('Nobuo Kaneko', 2, 0), ('Hiroshi Hijikata', 0, 0), ('Hiroshi Chô', 0, 0), ('Hyôe Enoki', 0, 0), ('Tatsuya Hamaguchi', 0, 0), ('Akira Hisamatsu', 0, 0), ('Asao Sano', 0, 0), ('Kinzô Shin', 0, 0)]","[('Seijun Suzuki', 2, 0)]","[('Gan Yamazaki', 0, 0)]"
25550,"['Crime', 'Drama']",United States of America,The Sellout,1952,English,"[('Walter Pidgeon', 2, 0), ('John Hodiak', 2, 0), ('Audrey Totter', 1, 0), ('Paula Raymond', 1, 0), ('Thomas Gomez', 2, 0), ('Cameron Mitchell', 2, 0), ('Karl Malden', 2, 0), ('Everett Sloane', 0, 0), ('Jonathan Cott', 2, 0), ('Frank Cady', 2, 0), ('Hugh Sanders', 2, 0), ('Griff Barnett', 0, 0), ('Burt Mustin', 2, 0), ('Whit Bissell', 2, 0)]","[('Gerald Mayer', 2, 0)]","[('Charles Palmer', 0, 0)]"
36091,['Drama'],Japan,Crying Out Love in the Center of the World,2004,Japanese,"[('Takao Osawa', 0, 0), ('Kou Shibasaki', 1, 0), ('Tsutomu Yamazaki', 2, 0), ('Kanji Tsuda', 0, 0), ('Rio Kanno', 0, 0), ('Tetta Sugimoto', 2, 0), ('Katsutaka Furuhata', 0, 0), ('Yuki Amami', 1, 0), ('Machiko Ono', 1, 0), ('Nao Omori', 2, 0), ('Mirai Moriyama', 2, 0), ('长泽雅美', 1, 0), ('高桥一生', 2, 0), ('Kankuro Kudo', 2, 0)]","[('Isao Yukisada', 0, 0)]","[('Kyouichi Katayama', 0, 0)]"
10998,"['Drama', 'Thriller']",United States of America,Fatal Attraction,1987,English,"[('Michael Douglas', 2, 0), ('Glenn Close', 1, 0), ('Anne Archer', 1, 0), ('Ellen Hamilton Latzen', 1, 0), ('Jane Krakowski', 1, 0), ('Fred Gwynne', 2, 0), ('Stuart Pankin', 2, 0), ('Ellen Foley', 0, 0), ('Lois Smith', 1, 0), ('Meg Mundy', 1, 0), ('Mike Nussbaum', 2, 0), ('J.J. Johnston', 2, 0), ('Sam Coppola', 2, 0), ('Anna Levine', 1, 0)]","[('Adrian Lyne', 2, 0)]",[]
139238,['Drama'],Russia,The Lily of Belgium,1915,Russian,"[('Irene Starewicz', 0, 0), ('Jan Wichniekski', 0, 0)]","[('Wladyslaw Starewicz', 2, 0)]",[]
255391,"['Comedy', 'Drama']",Japan,Pecoross' Mother and Her Days,2013,Japanese,"[('Ryo Iwamatsu', 2, 0), ('Harue Akagi', 0, 0), ('Ryo Kase', 2, 0), ('Naoto Takenaka', 2, 0), ('Kensuke Ohwada', 0, 0)]","[('Azuma Morisaki', 0, 0)]",[]
34082,['Comedy'],United States of America,Road to Bali,1952,English,"[('Bing Crosby', 2, 0), ('Bob Hope', 2, 0), ('Dorothy Lamour', 1, 0), ('Murvyn Vye', 2, 0), ('Peter Coe', 2, 0), ('Ralph Moody', 0, 0), ('Leon Askin', 2, 0), ('Larri Thomas', 1, 0), ('Humphrey Bogart', 2, 0), ('Jerry Lewis', 2, 0), ('Dean Martin', 2, 0), ('Jane Russell', 1, 0)]","[('Hal Walker', 2, 0)]","[('Hal Kanter', 0, 0), ('Frank Butler', 2, 0), ('William Morrow', 0, 0)]"
15048,['Drama'],Israel,Beaufort,2007,Hebrew,"[('Oshri Cohen', 2, 0), ('Alon Aboutboul', 2, 0), ('Ohad Knoller', 0, 0), ('Itay Tiran', 2, 0)]","[('Joseph Cedar', 2, 0)]","[('Joseph Cedar', 2, 0), ('Ron Leshem', 0, 0)]"
11770,"['Action', 'Comedy']",China,Shaolin Soccer,2001,Unknown language [cn],"[('Stephen Chow', 2, 0), ('Ng Man-Tat', 2, 0), ('Patrick Tse Yin', 0, 0), ('Zhao Wei', 1, 0), ('Wong Yat-Fei', 0, 0), ('Tenky Tin Kai-Man', 0, 0), ('Mok Mei-Lam', 0, 0), ('Danny Chan Kwok-Kwan', 0, 0), ('Lam Tze-Chung', 2, 0), ('Karen Mok', 0, 0), ('Cecilia Cheung', 0, 0), ('Lee Kin-Yan', 0, 0), ('Andy Lau', 2, 0)]","[('Stephen Chow', 2, 0)]",[]
17677,['Drama'],United States of America,The Five Pennies,1959,English,"[('Danny Kaye', 2, 0), ('Barbara Bel Geddes', 1, 0), ('Louis Armstrong', 2, 0), ('Harry Guardino', 2, 0), ('Bob Crosby', 0, 0), ('Bobby Troup', 2, 0), ('Susan Gordon', 1, 0), ('Tuesday Weld', 1, 0), ('Ray Anthony', 2, 0), ('Shelly Manne', 0, 0), ('Ray Daley', 0, 0), ('Valerie Allen', 1, 0), ('Cindy Carol', 1, 0)]","[('Melville Shavelson', 2, 0)]",[]
241848,"['Thriller', 'Action']",United States of America,The Guest,2014,English,"[('Dan Stevens', 2, 0), ('Maika Monroe', 1, 0), ('Sheila Kelley', 1, 0), ('Ethan Embry', 2, 0), ('Joel David Moore', 2, 0), ('Leland Orser', 2, 0), ('Brendan Meyer', 2, 0), ('Tabatha Shaun', 0, 0), ('Lance Reddick', 2, 0), ('AJ Bowen', 2, 0), ('Candice Patton', 1, 0)]","[('Adam Wingard', 2, 0)]","[('Simon Barrett', 2, 0)]"
14643,"['Drama', 'Thriller']",Canada,Boot Camp,2008,English,"[('Mila Kunis', 1, 0), ('Gregory Smith', 2, 0), ('Peter Stormare', 2, 0), ('Regine Nehy', 1, 0), ('Matthew Smalley', 2, 0)]","[('Christian Duguay', 2, 0)]","[('Agatha Dominik', 1, 0), ('John Cox', 0, 0)]"
3525,"['Comedy', 'Drama']",United States of America,Working Girl,1988,English,"[('Harrison Ford', 2, 0), ('Melanie Griffith', 1, 0), ('Sigourney Weaver', 1, 0), ('Alec Baldwin', 2, 0), ('Joan Cusack', 1, 0), ('Philip Bosco', 2, 0), ('Nora Dunn', 1, 0), ('Oliver Platt', 2, 0), ('James Lally', 2, 0), ('Kevin Spacey', 2, 0), ('Robert Easton', 2, 0), ('Olympia Dukakis', 1, 0), ('Elizabeth Whitcraft', 0, 0), ('Jeffrey Nordling', 2, 0), ('Amy Aquino', 1, 0), ('Timothy Carhart', 2, 0), ('David Duchovny', 2, 0), ('Zach Grenier', 2, 0), ('Ricki Lake', 1, 0), ('Caroline Aaron', 1, 0)]","[('Mike Nichols', 2, 0)]",[]
97110,['Comedy'],Portugal,The Tyrannical Father,1941,Portuguese,"[('Vasco Santana', 0, 0), ('Francisco Ribeiro', 0, 0), ('Leonor Maia', 0, 0), ('Teresa Gomes', 0, 0), ('Graça Maria', 0, 0), ('Luíza Durão', 0, 0), ('Laura Alves', 0, 0), ('Arthur Duarte', 0, 0), ('Barroso Lopes', 0, 0)]","[('António Lopes Ribeiro', 0, 0)]","[('António Lopes Ribeiro', 0, 0)]"
238781,"['Thriller', 'Drama']",France,24 Days,2014,French,"[('Zabou Breitman', 0, 0), ('Pascal Elbé', 2, 0), ('Jacques Gamblin', 2, 0), ('Sylvie Testud', 1, 0), ('Éric Caravaca', 2, 0), ('Kevin Elarbi', 2, 0), ('Olivier Sitruk', 2, 0)]","[('Alexandre Arcady', 2, 0)]","[('Alexandre Arcady', 2, 0)]"
